submission_date,genero,edad,donde_vivis,opinion_cuarentena,home_office,act_original,opinion_circulacion,circulacion_abierta,submitter,filepath,act_limpia,circ_limpia,Profesion
01/07/2020,Mujer,Más de 66 años,san juan,La cuarentena sigue siendo algo necesaria,No trabajo ni estudio,realizo cualquier tramite o compra via on-line  y salgo solo alguna compra  para alimentos cerca de mi domicilio,Estoy algo de acuerdo con que se pueda volver a circular entre provincias,"gracias a dios, a la cuarentena y las medidas sobre transporte y demas, en san juan no tenemos circulacion de covid 19. ademas  tratamos de cuidarnos entre todos.",,cd99b7c0-bfc4-11ea-9f59-9197db17f01d.csv,"['realizo', 'cualquier', 'tramite', 'o', 'compra', 'via', 'on', 'line', 'y', 'salgo', 'solo', 'alguna', 'compra', 'para', 'alimentos', 'cerca', 'de', 'mi', 'domicilio']","['gracias', 'a', 'dios', 'a', 'la', 'cuarentena', 'y', 'las', 'medidas', 'sobre', 'transporte', 'y', 'demás', 'en', 'san', 'juan', 'no', 'tenemos', 'circulación', 'de', 'covid', '19', 'además', 'tratamos', 'de', 'cuidarnos', 'entre', 'todos']",
01/07/2020,Mujer,Entre 18 y 25 años,tucuman,La cuarentena sigue siendo muy necesaria,"Si, pude hacerlo online",,Estoy algo en desacuerdo con que se pueda volver a circular entre provincias,,,cd99b7c0-bfc4-11ea-9f59-9197db17f01d.csv,,,
01/07/2020,Mujer,Entre 18 y 25 años,provincia de buenos aires,La cuarentena ya no es tan necesaria,"No, todavía no pude volver a hacerlo",perdi el empleo por la cuarentena.,Estoy muy de acuerdo con que se pueda volver a circular entre provincias,,,cd99b7c0-bfc4-11ea-9f59-9197db17f01d.csv,"['perdi', 'el', 'empleo', 'por', 'la', 'cuarentena']",,desempleado
01/07/2020,Mujer,Entre 18 y 25 años,neuquen,La cuarentena ya no es nada necesaria,"Si, pude hacerlo online","estoy estudiando en la facultad y se me dificulta para rendir parciales y finales, el rendimiento no es bueno.",Estoy muy de acuerdo con que se pueda volver a circular entre provincias,estoy varada en la plata buenos aires sin poder volver con mi familia a san martin de los andes y no obtengo respuestas.,,cd99b7c0-bfc4-11ea-9f59-9197db17f01d.csv,"['estoy', 'estudiando', 'en', 'la', 'facultad', 'y', 'se', 'me', 'dificulta', 'para', 'rendir', 'parciales', 'y', 'finales', 'el', 'rendimiento', 'no', 'es', 'bueno']","['estoy', 'varada', 'en', 'la', 'plata', 'buenos', 'aires', 'sin', 'poder', 'volver', 'con', 'mi', 'familia', 'a', 'san', 'martin', 'de', 'los', 'andes', 'y', 'no', 'obtengo', 'respuestas']",estudiante
02/07/2020,Mujer,Entre 26 y 35 años,provincia de buenos aires,La cuarentena sigue siendo muy necesaria,,soy ninera,Estoy algo de acuerdo con que se pueda volver a circular entre provincias,,,cd99b7c0-bfc4-11ea-9f59-9197db17f01d.csv,"['soy', 'ninera']",,cuidado de adultos mayores y niños
02/07/2020,Mujer,Entre 26 y 35 años,provincia de buenos aires,La cuarentena sigue siendo muy necesaria,"Si, pude hacerlo online",,Estoy muy en desacuerdo con que se pueda volver a circular entre provincias,,,cd99b7c0-bfc4-11ea-9f59-9197db17f01d.csv,,,
02/07/2020,Mujer,Más de 66 años,provincia de buenos aires,La cuarentena sigue siendo algo necesaria,No trabajo ni estudio,jubilada,Estoy algo en desacuerdo con que se pueda volver a circular entre provincias,circular entre las que no tienen casos de covid,,cd99b7c0-bfc4-11ea-9f59-9197db17f01d.csv,['jubilada'],"['circular', 'entre', 'las', 'que', 'no', 'tienen', 'casos', 'de', 'covid']",jubilado
02/07/2020,Mujer,Entre 26 y 35 años,provincia de buenos aires,La cuarentena sigue siendo muy necesaria,"Si, pude hacerlo online",,Estoy algo de acuerdo con que se pueda volver a circular entre provincias,,,cd99b7c0-bfc4-11ea-9f59-9197db17f01d.csv,,,
02/07/2020,Mujer,Entre 18 y 25 años,jujuy,La cuarentena sigue siendo muy necesaria,"No, todavía no pude volver a hacerlo",soy estilista y no puedo atender en mi peluqueria cada dia hay mas infectados en jujuy,Estoy muy de acuerdo con que se pueda volver a circular entre provincias,que solo se pueda viajar entre provincias que no tengo coronavirus,,cd99b7c0-bfc4-11ea-9f59-9197db17f01d.csv,"['soy', 'estilista', 'y', 'no', 'puedo', 'atender', 'en', 'mi', 'peluqueria', 'cada', 'dia', 'hay', 'mas', 'infectados', 'en', 'jujuy']","['que', 'solo', 'se', 'pueda', 'viajar', 'entre', 'provincias', 'que', 'no', 'tengo', 'coronavirus']",peluqueria
02/07/2020,Mujer,Entre 18 y 25 años,provincia de buenos aires,La cuarentena sigue siendo muy necesaria,"Si, pude hacerlo online",terminando el ultimo ano de secundaria.,Estoy algo de acuerdo con que se pueda volver a circular entre provincias,,,cd99b7c0-bfc4-11ea-9f59-9197db17f01d.csv,"['terminando', 'el', 'ultimo', 'ano', 'de', 'secundaria']",,estudiante
02/07/2020,Mujer,Entre 56 y 65 años,provincia de buenos aires,La cuarentena sigue siendo muy necesaria,"No, todavía no pude volver a hacerlo",xxx,,quien va a farmacia .no hay medico y el banco.yy muchas cosas mas no.e la hace kicilio o berni,,cd99b7c0-bfc4-11ea-9f59-9197db17f01d.csv,['xxx'],"['quien', 'va', 'a', 'farmacia', 'no', 'hay', 'médico', 'y', 'el', 'banco', 'yy', 'muchas', 'cosas', 'más', 'no', 'e', 'la', 'hace', 'kicilio', 'o', 'berni']",
02/07/2020,Mujer,Entre 18 y 25 años,ciudad autonoma de buenos aires,La cuarentena ya no es tan necesaria,No trabajo ni estudio,me aburro  estar encerrada en mi casa ,Estoy muy de acuerdo con que se pueda volver a circular entre provincias,me parece bien,,cd99b7c0-bfc4-11ea-9f59-9197db17f01d.csv,"['me', 'aburro', 'estar', 'encerrada', 'en', 'mi', 'casa']","['me', 'parece', 'bien']",
02/07/2020,Mujer,Entre 18 y 25 años,provincia de buenos aires,La cuarentena sigue siendo muy necesaria,No trabajo ni estudio,ama de casa,Estoy algo en desacuerdo con que se pueda volver a circular entre provincias,se tansmite mas rapido la propagacion del virus,,cd99b7c0-bfc4-11ea-9f59-9197db17f01d.csv,ama de casa,"['se', 'tansmite', 'más', 'rápido', 'la', 'propagación', 'del', 'virus']",ama de casa
02/07/2020,Mujer,Entre 46 y 55 años,provincia de buenos aires,La cuarentena ya no es tan necesaria,"Si, pude hacerlo online","me parece que se equivoco alberto,nos encerro muy pronto y ahora no nos alcanza la plata.",Estoy muy de acuerdo con que se pueda volver a circular entre provincias,"ya esta ,no podemos estar mas encerrados,esto no es venezuela",,cd99b7c0-bfc4-11ea-9f59-9197db17f01d.csv,"['me', 'parece', 'que', 'se', 'equivoco', 'alberto', 'nos', 'encerro', 'muy', 'pronto', 'y', 'ahora', 'no', 'nos', 'alcanza', 'la', 'plata']","['ya', 'está', 'no', 'podemos', 'estar', 'más', 'encerrados', 'esto', 'no', 'es', 'venezuela']",
02/07/2020,Mujer,Entre 26 y 35 años,misiones,La cuarentena sigue siendo algo necesaria,"No, tuve que hacerlo de manera presencial",hoteleria,Estoy algo de acuerdo con que se pueda volver a circular entre provincias,esta buenisimo siempre y cuando se tomen las precauciones necesarias...,,cd99b7c0-bfc4-11ea-9f59-9197db17f01d.csv,['hoteleria'],"['esta', 'buenísimo', 'siempre', 'y', 'cuando', 'se', 'tomen', 'las', 'precauciones', 'necesarias']",turismo y hoteleria
02/07/2020,Mujer,Entre 26 y 35 años,entre rios,La cuarentena ya no es tan necesaria,"Si, pude hacerlo online",,Estoy muy de acuerdo con que se pueda volver a circular entre provincias,estoy de acuerdo con las medidas necesarias... limpieza sanitizacion y tapaboca,,cd99b7c0-bfc4-11ea-9f59-9197db17f01d.csv,,"['estoy', 'de', 'acuerdo', 'con', 'las', 'medidas', 'necesarias', 'limpieza', 'sanitizacion', 'y', 'tapaboca']",
02/07/2020,Mujer,Entre 26 y 35 años,cordoba,La cuarentena sigue siendo muy necesaria,"Si, pude hacerlo online",mis hijos estudian,Estoy muy en desacuerdo con que se pueda volver a circular entre provincias,mala nos ponemos todos en riesgo,,cd99b7c0-bfc4-11ea-9f59-9197db17f01d.csv,"['mis', 'hijos', 'estudian']","['mala', 'nos', 'ponemos', 'todos', 'en', 'riesgo']",ama de casa
02/07/2020,Mujer,Entre 18 y 25 años,santiago del estero,La cuarentena sigue siendo muy necesaria,"Si, pude hacerlo online",,Estoy algo en desacuerdo con que se pueda volver a circular entre provincias,,,cd99b7c0-bfc4-11ea-9f59-9197db17f01d.csv,,,
02/07/2020,Mujer,Entre 26 y 35 años,ciudad autonoma de buenos aires,La cuarentena sigue siendo muy necesaria,"No, tuve que hacerlo de manera presencial",empleada de comercio,Estoy muy en desacuerdo con que se pueda volver a circular entre provincias,,,cd99b7c0-bfc4-11ea-9f59-9197db17f01d.csv,"['empleada', 'de', 'comercio']",,empleado de comercio
02/07/2020,Mujer,Entre 26 y 35 años,mendoza,La cuarentena sigue siendo muy necesaria,"No, tuve que hacerlo de manera presencial",analista de laboratorio eno bodega,Estoy muy en desacuerdo con que se pueda volver a circular entre provincias,si se habilitan las circulaciones esto va a desencadenar al contagio comunitario y a q colapse rapidamente el sistema de salud,,cd99b7c0-bfc4-11ea-9f59-9197db17f01d.csv,"['analista', 'de', 'laboratorio', 'eno', 'bodega']","['si', 'se', 'habilitan', 'las', 'circulaciones', 'esto', 'va', 'a', 'desencadenar', 'al', 'contagio', 'comunitario', 'y', 'a', 'q', 'colapse', 'rápidamente', 'el', 'sistema', 'de', 'salud']",analista
02/07/2020,Mujer,Entre 26 y 35 años,cordoba,La cuarentena sigue siendo muy necesaria,"No, tuve que hacerlo de manera presencial",trabajo rural,Estoy algo en desacuerdo con que se pueda volver a circular entre provincias,me parece un poco riesgoso en estos momentos,,cd99b7c0-bfc4-11ea-9f59-9197db17f01d.csv,"['trabajo', 'rural']","['me', 'parece', 'un', 'poco', 'riesgoso', 'en', 'estos', 'momentos']",trabajo rural
02/07/2020,Mujer,Entre 18 y 25 años,neuquen,La cuarentena sigue siendo muy necesaria,"No, todavía no pude volver a hacerlo",,Estoy algo de acuerdo con que se pueda volver a circular entre provincias,,,cd99b7c0-bfc4-11ea-9f59-9197db17f01d.csv,,,
02/07/2020,Mujer,Entre 18 y 25 años,provincia de buenos aires,La cuarentena sigue siendo muy necesaria,No trabajo ni estudio,ama de casa,Estoy muy en desacuerdo con que se pueda volver a circular entre provincias,seria que tendria que haber mas controles.menos gentes ya que se cansaron del encierro y salen todo pero hazi no se va acabar mas este tema,,cd99b7c0-bfc4-11ea-9f59-9197db17f01d.csv,ama de casa,"['seria', 'que', 'tendria', 'que', 'haber', 'mas', 'controles', 'menos', 'gentes', 'ya', 'que', 'se', 'cansaron', 'del', 'encierro', 'y', 'salen', 'todo', 'pero', 'hazi', 'no', 'se', 'va', 'acabar', 'mas', 'este', 'tema']",ama de casa
03/07/2020,Mujer,Entre 26 y 35 años,provincia de buenos aires,La cuarentena sigue siendo muy necesaria,"No, todavía no pude volver a hacerlo",termino el secundario,Estoy muy en desacuerdo con que se pueda volver a circular entre provincias,,,cd99b7c0-bfc4-11ea-9f59-9197db17f01d.csv,"['termino', 'el', 'secundario']",,estudiante
03/07/2020,Mujer,Entre 26 y 35 años,provincia de buenos aires,La cuarentena sigue siendo algo necesaria,"Si, pude hacerlo online",gastronomia,Estoy algo en desacuerdo con que se pueda volver a circular entre provincias,,,cd99b7c0-bfc4-11ea-9f59-9197db17f01d.csv,['gastronomia'],,gastronomico
03/07/2020,Mujer,Entre 26 y 35 años,corrientes,La cuarentena ya no es nada necesaria,No trabajo ni estudio,termine mi carrera pero necesito hacer mi pasantia la cual fue suspendida como todas las actividades academicas por la pandemia. sin pasantia no puedo tramitar el titulo y sin titulo no tengo trabajo. manana me suicido,Estoy muy de acuerdo con que se pueda volver a circular entre provincias,es necesaria y mas en provincias donde no hay circulacion comunitaria del virus,,cd99b7c0-bfc4-11ea-9f59-9197db17f01d.csv,"['termine', 'mi', 'carrera', 'pero', 'necesito', 'hacer', 'mi', 'pasantia', 'la', 'cual', 'fue', 'suspendida', 'como', 'todas', 'las', 'actividades', 'academicas', 'por', 'la', 'pandemia', 'sin', 'pasantia', 'no', 'puedo', 'tramitar', 'el', 'titulo', 'y', 'sin', 'titulo', 'no', 'tengo', 'trabajo', 'manana', 'me', 'suicido']","['es', 'necesaria', 'y', 'más', 'en', 'provincias', 'donde', 'no', 'hay', 'circulación', 'comunitaria', 'del', 'virus']",desempleado
03/07/2020,Mujer,Entre 56 y 65 años,cordoba,La cuarentena sigue siendo muy necesaria,No trabajo ni estudio,jubilada,Estoy muy en desacuerdo con que se pueda volver a circular entre provincias,"tv no porque llevarian el virus de una provincia a otra,se propagaria mucho mas.",,cd99b7c0-bfc4-11ea-9f59-9197db17f01d.csv,['jubilada'],"['tv', 'no', 'porque', 'llevarian', 'el', 'virus', 'de', 'una', 'provincia', 'a', 'otra', 'se', 'propagaria', 'mucho', 'mas']",jubilado
03/07/2020,Mujer,Más de 66 años,ciudad autonoma de buenos aires,La cuarentena sigue siendo muy necesaria,No trabajo ni estudio,jubilada,Estoy algo en desacuerdo con que se pueda volver a circular entre provincias,hay que evitar la circulacion del virus,,cd99b7c0-bfc4-11ea-9f59-9197db17f01d.csv,['jubilada'],"['hay', 'que', 'evitar', 'la', 'circulación', 'del', 'virus']",jubilado
03/07/2020,Mujer,Entre 26 y 35 años,provincia de buenos aires,La cuarentena sigue siendo muy necesaria,"No, todavía no pude volver a hacerlo",,Estoy muy en desacuerdo con que se pueda volver a circular entre provincias,,,cd99b7c0-bfc4-11ea-9f59-9197db17f01d.csv,,,
03/07/2020,Mujer,Entre 56 y 65 años,cordoba,La cuarentena ya no es tan necesaria,"No, todavía no pude volver a hacerlo",directora de una escuela de arte para ninos,Estoy muy en desacuerdo con que se pueda volver a circular entre provincias,debe impedirse la circulacion del virus entre las provincias,,cd99b7c0-bfc4-11ea-9f59-9197db17f01d.csv,director,"['debe', 'impedirse', 'la', 'circulación', 'del', 'virus', 'entre', 'las', 'provincias']",director
03/07/2020,Mujer,Entre 56 y 65 años,mendoza,La cuarentena sigue siendo muy necesaria,"Si, pude hacerlo online",,Estoy muy en desacuerdo con que se pueda volver a circular entre provincias,,,cd99b7c0-bfc4-11ea-9f59-9197db17f01d.csv,,,
03/07/2020,Mujer,Entre 26 y 35 años,ciudad autonoma de buenos aires,La cuarentena sigue siendo algo necesaria,"Si, pude hacerlo online",,Estoy muy de acuerdo con que se pueda volver a circular entre provincias,,,cd99b7c0-bfc4-11ea-9f59-9197db17f01d.csv,,,
03/07/2020,Mujer,Más de 66 años,provincia de buenos aires,La cuarentena sigue siendo muy necesaria,"Si, pude hacerlo online","hago mis quehaceres domesticos,tejo, estoy en un grupo de jubilados.",Estoy algo en desacuerdo con que se pueda volver a circular entre provincias,amba tiene coronavirus si se va a otras provincia se lleva el virus,,cd99b7c0-bfc4-11ea-9f59-9197db17f01d.csv,jubilado,"['amba', 'tiene', 'coronavirus', 'si', 'se', 'va', 'a', 'otras', 'provincia', 'se', 'lleva', 'el', 'virus']",jubilado
03/07/2020,Mujer,Entre 18 y 25 años,provincia de buenos aires,La cuarentena sigue siendo algo necesaria,No trabajo ni estudio,,Estoy algo en desacuerdo con que se pueda volver a circular entre provincias,,,cd99b7c0-bfc4-11ea-9f59-9197db17f01d.csv,,,
03/07/2020,Mujer,Entre 26 y 35 años,provincia de buenos aires,La cuarentena sigue siendo algo necesaria,"No, todavía no pude volver a hacerlo",,Estoy algo en desacuerdo con que se pueda volver a circular entre provincias,,,cd99b7c0-bfc4-11ea-9f59-9197db17f01d.csv,,,
03/07/2020,Mujer,Entre 18 y 25 años,provincia de buenos aires,La cuarentena sigue siendo muy necesaria,"Si, pude hacerlo online",estoy estudiando y rindiendo via online,Estoy algo en desacuerdo con que se pueda volver a circular entre provincias,"estoy en desacuerdo porque  , necesitamos cuidarnos para que esto no termine peor",,cd99b7c0-bfc4-11ea-9f59-9197db17f01d.csv,"['estoy', 'estudiando', 'y', 'rindiendo', 'via', 'online']","['estoy', 'en', 'desacuerdo', 'porque', 'necesitamos', 'cuidarnos', 'para', 'que', 'esto', 'no', 'termine', 'peor']",estudiante
28/06/2020,Hombre,Entre 26 y 35 años,cordoba,La cuarentena ya no es nada necesaria,"No, tuve que hacerlo de manera presencial",changas,Estoy algo de acuerdo con que se pueda volver a circular entre provincias,deberiamos a poder ir adonde se nos cante,,dbe848f0-bfc4-11ea-9f59-9197db17f01d.csv,changas,"['deberíamos', 'a', 'poder', 'ir', 'adónde', 'se', 'nos', 'canté']",changas
28/06/2020,Prefiero no contestar,Entre 46 y 55 años,rio negro,La cuarentena sigue siendo muy necesaria,"No, tuve que hacerlo de manera presencial",,Estoy algo de acuerdo con que se pueda volver a circular entre provincias,,,dbe848f0-bfc4-11ea-9f59-9197db17f01d.csv,,,
28/06/2020,Hombre,Entre 36 y 45 años,ciudad autonoma de buenos aires,La cuarentena ya no es tan necesaria,"No, tuve que hacerlo de manera presencial",,Estoy algo en desacuerdo con que se pueda volver a circular entre provincias,,,dbe848f0-bfc4-11ea-9f59-9197db17f01d.csv,,,
28/06/2020,Hombre,Entre 36 y 45 años,provincia de buenos aires,La cuarentena ya no es nada necesaria,"No, todavía no pude volver a hacerlo",,Estoy muy de acuerdo con que se pueda volver a circular entre provincias,,,dbe848f0-bfc4-11ea-9f59-9197db17f01d.csv,,,
28/06/2020,Hombre,Entre 36 y 45 años,provincia de buenos aires,La cuarentena sigue siendo muy necesaria,"Si, pude hacerlo online",,Estoy algo en desacuerdo con que se pueda volver a circular entre provincias,,,dbe848f0-bfc4-11ea-9f59-9197db17f01d.csv,,,
28/06/2020,Hombre,Entre 36 y 45 años,corrientes,La cuarentena ya no es tan necesaria,"No, todavía no pude volver a hacerlo",para poder trabajar necesito viajar y no puedo hacerlo porque no hay micros.,Estoy muy de acuerdo con que se pueda volver a circular entre provincias,"creo que despues de 100 dias de cuarentena, ya deberia estar habilitada la circulacion en micros de larga distancia asi como en auto, sobre todo entre provincias que ya alcanzaron la fase 5, o entre ciudades o localidades tambien en fase 5.  solo no estaria de acuerdo en el contacto de provincias de fase 5 con otras que estan en una fase inferior. no me parece justo que en donde hicimos las cosas bien debamos seguir esperando que habran las provincias o que habiliten los micros de larga distancia por culpa de una sola provincia que hicieron todo mal.",,dbe848f0-bfc4-11ea-9f59-9197db17f01d.csv,"['para', 'poder', 'trabajar', 'necesito', 'viajar', 'y', 'no', 'puedo', 'hacerlo', 'porque', 'no', 'hay', 'micros']","['creo', 'que', 'después', 'de', '100', 'días', 'de', 'cuarentena', 'ya', 'debería', 'estar', 'habilitada', 'la', 'circulación', 'en', 'micros', 'de', 'larga', 'distancia', 'así', 'como', 'en', 'auto', 'sobre', 'todo', 'entre', 'provincias', 'que', 'ya', 'alcanzaron', 'la', 'fase', '5', 'o', 'entre', 'ciudades', 'o', 'localidades', 'también', 'en', 'fase', '5', 'sólo', 'no', 'estaría', 'de', 'acuerdo', 'en', 'el', 'contacto', 'de', 'provincias', 'de', 'fase', '5', 'con', 'otras', 'que', 'están', 'en', 'una', 'fase', 'inferior', 'no', 'me', 'parece', 'justo', 'que', 'en', 'donde', 'hicimos', 'las', 'cosas', 'bien', 'debamos', 'seguir', 'esperando', 'que', 'habrán', 'las', 'provincias', 'o', 'que', 'habiliten', 'los', 'micros', 'de', 'larga', 'distancia', 'por', 'culpa', 'de', 'una', 'sola', 'provincia', 'que', 'hicieron', 'todo', 'mal']",
